id,name,sector,subsector,country,assetType,sourceType,longitude,latitude,srid,gas,emissionsQuantity,emissionsFactor,emissionsFactorUnits,activity,activityUnits,capacity,capacityUnits,capacityFactor,year,gadm_id
21461482,Katori City,agriculture,rice-cultivation,JPN,,gadm-aggregation,140.55836320547027,35.83314514150006,4326,co2e_100yr,68399.89448454005,12.685440380007417,t of CO2e_100yr per area [ha],5391.999996495199,area [ha],5392.0,area [ha],0.99999999935,2024,JPN.4_1
1311087,Katori City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,140.55836320547027,35.83314514150006,4326,co2e_100yr,64149.29509400001,4.5844222535912566e-05,t of CO2e_100yr per MJ,1399288537.2578402,MJ,68420772.36851998,m^2,20.451223931252276,2024,JPN.4_1
1311071,Asahi City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,140.66106963458125,35.729866028000146,4326,co2e_100yr,62943.123272,3.3492836333807354e-05,t of CO2e_100yr per MJ,1879301073.36015,MJ,91891862.38092001,m^2,20.451224130923254,2024,JPN.4_1
1566923,Nippon East Japan Works (Kimitsu) steel plant,manufacturing,iron-and-steel,JPN,BF/BOF,point-source,139.868542482411,35.3582338626058,4326,co2e_100yr,11595723.73751642,1.9000000000000001,t of CO2e_100yr per t of steel,6103012.493429694,t of steel,8327279.234972677,t of steel,0.7328939406521198,2025,JPN.4_1
449541,Sodegaura thermal power station,power,electricity-generation,JPN,gas,point-source,139.9768,35.4626,4326,co2e_100yr,7633300.0,0.5748399728895248,t of CO2e_100yr per MWh,13279000.0,MWh,3873.5,MW,3428.165741577385,2025,JPN.4_1
3168316,Narita International Airport,transportation,international-aviation,JPN,international,point-source,140.386002,35.764702,4326,co2e_100yr,6799138.6600982845,3.1848478700000005,t of CO2e_100yr per t of fuel,2134839.3824846284,t of fuel,160403.0,flights,13.309223533753286,2025,JPN.4_1
449532,Futtsu thermal power station,power,electricity-generation,JPN,gas,point-source,139.8349,35.3447,4326,co2e_100yr,6628200.0,0.36247402384337746,t of CO2e_100yr per MWh,18286000.0,MWh,5334.0,MW,3428.19647544057,2025,JPN.4_1
449531,CHIBA CITY,power,electricity-generation,JPN,"gas, other_fossil, oil",point-source,140.1056,35.5646,4326,co2e_100yr,5165200.0,0.37843065426038536,t of CO2e_100yr per MWh,13649000.0,MWh,4380.0,MW,3116.2100456621006,2025,JPN.4_1
1566915,JFE East Japan Works (Chiba) steel plant,manufacturing,iron-and-steel,JPN,"EAF,BF/BOF",point-source,140.101387768371,35.5769155428562,4326,co2e_100yr,4935008.396218379,1.8923825586264502,t of CO2e_100yr per t of steel,2607828.091482919,t of steel,3766120.1437233323,t of steel,0.692444211008287,2025,JPN.4_1
4407725,Shin Goi power station,power,electricity-generation,JPN,gas,point-source,140.0725,35.5469,4326,co2e_100yr,2907800.0,0.36250529832697537,t of CO2e_100yr per MWh,8021400.0,MWh,2340.0,MW,3427.948717948718,2025,JPN.4_1
448419,NSC KIMITSU WORKS,power,electricity-generation,JPN,"gas, coal, oil",point-source,139.8603,35.3628,4326,co2e_100yr,2433900.0,0.5461215697713555,t of CO2e_100yr per MWh,4456700.0,MWh,1255.4,MW,3550.0238967659707,2025,JPN.4_1
25452331,Anegasaki thermal power station,power,electricity-generation,JPN,gas,point-source,140.018,35.4849,4326,co2e_100yr,2385900.0,0.5800311178100841,t of CO2e_100yr per MWh,4113400.0,MWh,1200.0,MW,3427.8333333333335,2025,JPN.4_1
3143978,Cosmo Oil Chiba Refinery,fossil-fuel-operations,oil-and-gas-refining,JPN,Deep Conversion,point-source,140.076144,35.543001,4326,co2e_100yr,1582976.86741,0.03843511143134451,t of CO2e_100yr per BBL,41185697.36002,BBL,177000.0,BBL per day,232.68755570632766,2025,JPN.4_1
3642248,Chiba City,transportation,road-transportation,JPN,,gadm-aggregation,140.18889837397845,35.597805023500115,4326,co2e_100yr,1403015.8470957184,0.00023826072938216118,t of CO2e_100yr per Vehicle*km ,5888573625.766645,Vehicle*km ,7307.287928445144,km,805849.4045162972,2025,JPN.4_1
3143980,Idemitsu Kosan Chiba Refinery,fossil-fuel-operations,oil-and-gas-refining,JPN,Medium Conversion,point-source,140.02956,35.48552,4326,co2e_100yr,1326174.6117300002,0.0299967325538712,t of CO2e_100yr per BBL,44210635.58666999,BBL,190000.0,BBL per day,232.68755571931572,2025,JPN.4_1
712501,OIREC Chiba Refinery,fossil-fuel-operations,oil-and-gas-refining,JPN,Medium Conversion,point-source,140.0634,35.53476,4326,co2e_100yr,900402.76275,0.02999673255531898,t of CO2e_100yr per BBL,30016694.68798,BBL,129000.0,BBL per day,232.68755572077518,2025,JPN.4_1
731952,"Keiyo Ethylene , Ichihara, Chiba ",manufacturing,petrochemical-steam-cracking,JPN,Naphtha,point-source,140.012097,35.466886,4326,co2e_100yr,797531.6517599999,1.7668193996968748,t of CO2e_100yr per tonnes,451393.9862200001,tonnes,572636.9863100001,t of ethylene,0.7882724955101582,2025,JPN.4_1
6757,SHIN ANEGASAKI,power,electricity-generation,JPN,"gas, other_fossil",point-source,140.0144,35.487,4326,co2e_100yr,668460.0,0.4333614262560778,t of CO2e_100yr per MWh,1542500.0,MWh,650.0,MW,2373.076923076923,2025,JPN.4_1
731955,"Mitsui Chemicals Chiba, Ichihara, Chiba ",manufacturing,petrochemical-steam-cracking,JPN,Naphtha,point-source,140.041575,35.500882,4326,co2e_100yr,639181.16445,1.76681939944126,t of CO2e_100yr per tonnes,361769.38325,tonnes,458939.49770999997,t of ethylene,0.7882724957323222,2025,JPN.4_1
448398,JFE EAST JAPAN,power,electricity-generation,JPN,"gas, other_fossil",point-source,140.0879,35.5714,4326,co2e_100yr,601040.0,0.46060234500728026,t of CO2e_100yr per MWh,1304900.0,MWh,426.7,MW,3058.1204593391144,2025,JPN.4_1
1753660,Fuji Oil Sodegaura Refinery,fossil-fuel-operations,oil-and-gas-refining,JPN,Hydroskimming,point-source,140.007348,35.472839,4326,co2e_100yr,600852.0364699999,0.01805752989221395,t of CO2e_100yr per BBL,33274320.46667,BBL,143000.0,BBL per day,232.687555710979,2025,JPN.4_1
1311072,Chiba City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,140.18889837397845,35.597805023500115,4326,co2e_100yr,566209.2338020001,4.3072641842744884e-05,t of CO2e_100yr per MJ,13145449398.46479,MJ,682165745.99965,m^2,19.27016927418624,2025,JPN.4_1
731953,"Maruzen Petrochemical, Chiba ",manufacturing,petrochemical-steam-cracking,JPN,Flex Integrated,point-source,140.077233,35.540994,4326,co2e_100yr,554804.62733,1.7668193996169719,t of CO2e_100yr per tonnes,314013.20783,tonnes,398356.16439999995,t of ethylene,0.7882724955517221,2025,JPN.4_1
3642269,Funabashi City,transportation,road-transportation,JPN,,gadm-aggregation,140.0161024626355,35.722229003500104,4326,co2e_100yr,529928.8772188026,0.00023870487942036675,t of CO2e_100yr per Vehicle*km ,2220016945.2153563,Vehicle*km ,2768.828481040236,km,801789.2622880368,2025,JPN.4_1
3642271,Ichihara City,transportation,road-transportation,JPN,,gadm-aggregation,140.1462360387518,35.390703201000036,4326,co2e_100yr,525042.1261961675,0.00023816238011922024,t of CO2e_100yr per Vehicle*km ,2204555253.1568584,Vehicle*km ,4590.980377197516,km,480192.69786175626,2025,JPN.4_1
3642223,Kashiwa City,transportation,road-transportation,JPN,,gadm-aggregation,139.98585207909667,35.856626510500035,4326,co2e_100yr,496750.884937297,0.00023932196182173401,t of CO2e_100yr per Vehicle*km ,2075659421.960265,Vehicle*km ,2857.8326688065863,km,726305.4427980375,2025,JPN.4_1
731950,"Idemitsu Kosan Chiba, Chiba ",manufacturing,petrochemical-steam-cracking,JPN,Flex Integrated,point-source,140.03635,35.4863,4326,co2e_100yr,478518.99100000004,1.7668193993726842,t of CO2e_100yr per tonnes,270836.39175,tonnes,343582.19181000005,t of ethylene,0.7882724955074847,2025,JPN.4_1
3642232,Matsudo City,transportation,road-transportation,JPN,,gadm-aggregation,139.94592130329067,35.78816986000015,4326,co2e_100yr,425642.5498064837,0.00023944441953245422,t of CO2e_100yr per Vehicle*km ,1777625682.9773066,Vehicle*km ,2389.6470842855238,km,743886.2812283412,2025,JPN.4_1
450009,CHIBA KAWATETSU,power,electricity-generation,JPN,"gas, other_fossil",point-source,140.1087,35.5709,4326,co2e_100yr,407910.0,0.4374651452104157,t of CO2e_100yr per MWh,932440.0,MWh,400.0,MW,2331.1,2025,JPN.4_1
38889128,Futtsu,transportation,international-shipping,JPN,,point-source,139.8321,35.339414,4326,co2e_100yr,398435.419138737,0.5578073732140313,t of CO2e_100yr per Nautical miles (nmi),714288.5488282295,Nautical miles (nmi),365.0,voyages and stays,1956.9549282965193,2025,JPN.4_1
1932005,Chiba,transportation,domestic-shipping,JPN,,point-source,140.09358261006855,35.59571318591108,4326,co2e_100yr,378612.97086241184,0.2197893681067012,t of CO2e_100yr per Nautical miles (nmi),1722617.3136755484,Nautical miles (nmi),41889.0,voyages and stays,41.123381166309734,2025,JPN.4_1
3642228,Kisarazu City,transportation,road-transportation,JPN,,gadm-aggregation,139.95543591130212,35.3799020000001,4326,co2e_100yr,375068.3347331267,0.00023878805020546623,t of CO2e_100yr per Vehicle*km ,1570716517.89274,Vehicle*km ,2446.295517563843,km,642079.628816451,2025,JPN.4_1
2796016,Sodeguara,transportation,international-shipping,JPN,,point-source,140.00916,35.472886,4326,co2e_100yr,369015.3112525011,0.35496885274272455,t of CO2e_100yr per Nautical miles (nmi),1039570.9606666735,Nautical miles (nmi),1203.0,voyages and stays,864.1487619839347,2025,JPN.4_1
42243936,Japan_Kanto_Conventional onshore,fossil-fuel-operations,oil-and-gas-production,JPN,,point-source,140.31506642642,35.54816608999,4326,co2e_100yr,341290.804378905,0.0,license restricted,0.0,license restricted,0.0,license restricted,0.0,2025,JPN.4_1
3642239,Nagareyama City,transportation,road-transportation,JPN,,gadm-aggregation,139.923526915554,35.870769501500064,4326,co2e_100yr,306277.79653180717,0.00023956575771453075,t of CO2e_100yr per Vehicle*km ,1278470677.3359957,Vehicle*km ,1657.6830831052,km,771239.5031148794,2025,JPN.4_1
3642216,Ichikawa City,transportation,road-transportation,JPN,,gadm-aggregation,139.94152319885188,35.71974011400013,4326,co2e_100yr,304484.72348374606,0.00023879301922073457,t of CO2e_100yr per Vehicle*km ,1275098930.7701983,Vehicle*km ,1272.738987430408,km,1001854.2241285112,2025,JPN.4_1
1932271,Sodeguara,transportation,domestic-shipping,JPN,,point-source,140.00916,35.472886,4326,co2e_100yr,299794.1830486369,0.22910509925505346,t of CO2e_100yr per Nautical miles (nmi),1308544.3493987366,Nautical miles (nmi),32898.0,voyages and stays,39.77580246211735,2025,JPN.4_1
1311076,Funabashi City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,140.0161024626355,35.722229003500104,4326,co2e_100yr,288499.631854,5.426340310103675e-05,t of CO2e_100yr per MJ,5316652022.668441,MJ,276983100.4449499,m^2,19.194860676076225,2025,JPN.4_1
3642242,Noda City,transportation,road-transportation,JPN,,gadm-aggregation,139.8499557152439,36.002647399000125,4326,co2e_100yr,283270.7951225381,0.0002394126223936247,t of CO2e_100yr per Vehicle*km ,1183190728.585751,Vehicle*km ,2124.6088507936192,km,556898.1453427467,2025,JPN.4_1
1311094,Matsudo City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,139.94592130329067,35.78816986000015,4326,co2e_100yr,279363.50519399997,5.852884988794423e-05,t of CO2e_100yr per MJ,4773090633.57391,MJ,248610057.00650004,m^2,19.199105181207994,2025,JPN.4_1
3642247,Sakura City,transportation,road-transportation,JPN,,gadm-aggregation,140.24864254901468,35.68818092350011,4326,co2e_100yr,271752.1029495399,0.0002384462642701518,t of CO2e_100yr per Vehicle*km ,1139678592.9162374,Vehicle*km ,1990.2559549532327,km,572629.1586164442,2025,JPN.4_1
2795835,Chiba,transportation,international-shipping,JPN,,point-source,140.09358261006855,35.59571318591108,4326,co2e_100yr,260184.49829794804,0.24790395615407754,t of CO2e_100yr per Nautical miles (nmi),1049537.4996607068,Nautical miles (nmi),1175.0,voyages and stays,893.223403966559,2025,JPN.4_1
3642264,Yachiyo City,transportation,road-transportation,JPN,,gadm-aggregation,140.10635235642815,35.73690223650013,4326,co2e_100yr,252533.44892660453,0.0002385493518177226,t of CO2e_100yr per Vehicle*km ,1058621400.5710957,Vehicle*km ,1511.6532726903256,km,700307.0212569592,2025,JPN.4_1
3642241,Narita City,transportation,road-transportation,JPN,,gadm-aggregation,140.36867702258024,35.811435699000036,4326,co2e_100yr,246328.1935800195,0.00023800782626844569,t of CO2e_100yr per Vehicle*km ,1034958376.9660977,Vehicle*km ,2547.3650683814226,km,406285.8479973202,2025,JPN.4_1
3173222,Narita International Airport,transportation,domestic-aviation,JPN,domestic,point-source,140.386002,35.764702,4326,co2e_100yr,240336.65683097928,3.18484787,t of CO2e_100yr per t of fuel,75462.52337351965,t of fuel,39600.0,flights,1.905619277109082,2025,JPN.4_1
1311086,Kashiwa City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,139.98585207909667,35.856626510500035,4326,co2e_100yr,227626.24756799996,4.671148292988304e-05,t of CO2e_100yr per MJ,4873025502.309179,MJ,253992816.70534995,m^2,19.185682357159894,2025,JPN.4_1
3642234,Mobara City,transportation,road-transportation,JPN,,gadm-aggregation,140.29722629072342,35.436365127500096,4326,co2e_100yr,212302.31487898098,0.000238201513524273,t of CO2e_100yr per Vehicle*km ,891271897.218013,Vehicle*km ,2065.356236050477,km,431534.222358835,2025,JPN.4_1
38889188,Kisarazu Ko,transportation,international-shipping,JPN,,point-source,139.891596,35.370774,4326,co2e_100yr,211702.01081068578,0.36528848464713126,t of CO2e_100yr per Nautical miles (nmi),579547.452789786,Nautical miles (nmi),441.0,voyages and stays,1314.1665596140274,2025,JPN.4_1
3642227,Kimitsu City,transportation,road-transportation,JPN,,gadm-aggregation,140.0283058776678,35.264710612500124,4326,co2e_100yr,204299.04829412125,0.0002387524345540086,t of CO2e_100yr per Vehicle*km ,855694094.4947995,Vehicle*km ,2193.923589882751,km,390029.12336638395,2025,JPN.4_1
3642240,Narashino City,transportation,road-transportation,JPN,,gadm-aggregation,140.0475707412993,35.676773071500094,4326,co2e_100yr,188922.5388288711,0.00023826352628334937,t of CO2e_100yr per Vehicle*km ,792914223.0699606,Vehicle*km ,854.0408903160088,km,928426.5332735645,2025,JPN.4_1
3642254,Sodegaura City,transportation,road-transportation,JPN,,gadm-aggregation,140.03571468908368,35.408996482500015,4326,co2e_100yr,170328.8526359805,0.00023836389429249483,t of CO2e_100yr per Vehicle*km ,714574886.1904858,Vehicle*km ,1385.0686572186555,km,515912.9711486054,2025,JPN.4_1
49534316,Sodegaura power plant,power,electricity-generation,JPN,gas,point-source,139.9724,35.468,4326,co2e_100yr,170160.0,0.5075463819125455,t of CO2e_100yr per MWh,335260.0,MWh,97.8,MW,3428.0163599182006,2025,JPN.4_1
45115048,Funabashi,transportation,domestic-shipping,JPN,,point-source,139.967693,35.674951,4326,co2e_100yr,168512.38272537812,0.15743391050776157,t of CO2e_100yr per Nautical miles (nmi),1070369.0341038082,Nautical miles (nmi),25413.0,voyages and stays,42.11895620760273,2025,JPN.4_1
3642226,Abiko City,transportation,road-transportation,JPN,,gadm-aggregation,140.06319025020247,35.87077713000002,4326,co2e_100yr,167409.9960174604,0.00023832150710521911,t of CO2e_100yr per Vehicle*km ,702454419.8755372,Vehicle*km ,1061.870205446857,km,661525.6895544308,2025,JPN.4_1
3642224,Katori City,transportation,road-transportation,JPN,,gadm-aggregation,140.55836320547027,35.83314514150006,4326,co2e_100yr,160526.06384297894,0.000237861630530505,t of CO2e_100yr per Vehicle*km ,674871619.6258984,Vehicle*km ,2308.372231522824,km,292358.2299292728,2025,JPN.4_1
1311079,Ichikawa City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,139.94152319885188,35.71974011400013,4326,co2e_100yr,159510.426682,6.066154148852397e-05,t of CO2e_100yr per MJ,2629514891.44364,MJ,136996592.24945,m^2,19.194016787335066,2025,JPN.4_1
25453574,CHIBA CHISSO,power,electricity-generation,JPN,gas,point-source,140.0858,35.539,4326,co2e_100yr,158660.0,0.3625105673224119,t of CO2e_100yr per MWh,437670.0,MWh,127.68,MW,3427.866541353383,2025,JPN.4_1
1311078,Ichihara City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,140.1462360387518,35.390703201000036,4326,co2e_100yr,149490.56728999998,2.9582032632339534e-05,t of CO2e_100yr per MJ,5053424460.311581,MJ,261097587.25710002,m^2,19.3545429254983,2025,JPN.4_1
3642249,Sanmu City,transportation,road-transportation,JPN,,gadm-aggregation,140.41719108793438,35.61278915350009,4326,co2e_100yr,147063.24868436978,0.00023852862845677184,t of CO2e_100yr per Vehicle*km ,616543387.8349819,Vehicle*km ,2153.1482223699054,km,286345.0743564561,2025,JPN.4_1
1932006,Choshi,transportation,domestic-shipping,JPN,,point-source,140.850768,35.720631,4326,co2e_100yr,145907.05515213613,0.16164522357426186,t of CO2e_100yr per Nautical miles (nmi),902637.5906808319,Nautical miles (nmi),36305.0,voyages and stays,24.862624726093703,2025,JPN.4_1
3642266,Yotsukaido City,transportation,road-transportation,JPN,,gadm-aggregation,140.18733799730077,35.66123962350014,4326,co2e_100yr,143775.09342570388,0.00023844540201503346,t of CO2e_100yr per Vehicle*km ,602968613.4045863,Vehicle*km ,907.079526967436,km,664736.2171434311,2025,JPN.4_1
3642221,Kamagaya City,transportation,road-transportation,JPN,,gadm-aggregation,140.0019468661368,35.76553925300004,4326,co2e_100yr,139120.46436107968,0.00023898157227917997,t of CO2e_100yr per Vehicle*km ,582138878.0493844,Vehicle*km ,879.5933726466352,km,661827.2671811624,2025,JPN.4_1
2796017,Sodeguera Port Bay Terminal,transportation,international-shipping,JPN,,point-source,139.936739,35.511134,4326,co2e_100yr,138668.40549444483,0.5553512855888872,t of CO2e_100yr per Nautical miles (nmi),249694.9392084375,Nautical miles (nmi),33.0,voyages and stays,7566.513309346591,2025,JPN.4_1
3642270,Futtsu City,transportation,road-transportation,JPN,,gadm-aggregation,139.91086867699133,35.2472800000001,4326,co2e_100yr,128400.46363671344,0.00023882799426496804,t of CO2e_100yr per Vehicle*km ,537627358.2662984,Vehicle*km ,1526.0320563575915,km,352304.10529483494,2025,JPN.4_1
25453297,Tokyo Gas Bay power station,power,electricity-generation,JPN,gas,point-source,139.9766,35.4706,4326,co2e_100yr,127870.0,0.3625255159900204,t of CO2e_100yr per MWh,352720.0,MWh,102.9,MW,3427.79397473275,2025,JPN.4_1
3642237,Asahi City,transportation,road-transportation,JPN,,gadm-aggregation,140.66106963458125,35.729866028000146,4326,co2e_100yr,126640.85616728672,0.0002379259589195741,t of CO2e_100yr per Vehicle*km ,532270025.2732616,Vehicle*km ,1844.1982703644217,km,288618.6555028504,2025,JPN.4_1
3642258,Tōgane City,transportation,road-transportation,JPN,,gadm-aggregation,140.3657059196966,35.563802720000126,4326,co2e_100yr,120399.9881190744,0.0002383663059829945,t of CO2e_100yr per Vehicle*km ,505104895.6880003,Vehicle*km ,1435.7279262034997,km,351811.0127060431,2025,JPN.4_1
1311100,Nagareyama City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,139.923526915554,35.870769501500064,4326,co2e_100yr,117587.69601999999,4.650412997810331e-05,t of CO2e_100yr per MJ,2528543079.4075003,MJ,131706958.58225,m^2,19.19824971000636,2025,JPN.4_1
450776,ICHIHARA BAYSIDE,power,electricity-generation,JPN,"gas, other_fossil",point-source,140.0933,35.5444,4326,co2e_100yr,116560.0,0.4000274555563182,t of CO2e_100yr per MWh,291380.0,MWh,105.0,MW,2775.0476190476193,2025,JPN.4_1
25455844,ICHIHARA POWER,power,electricity-generation,JPN,"gas, other_fossil",point-source,140.0939,35.5447,4326,co2e_100yr,116560.0,0.4000274555563182,t of CO2e_100yr per MWh,291380.0,MWh,105.0,MW,2775.0476190476193,2025,JPN.4_1
452486,NAKASODE CLEAN POWER,power,electricity-generation,JPN,"gas, other_fossil",point-source,139.9807,35.454,4326,co2e_100yr,113140.0,0.39292908244773217,t of CO2e_100yr per MWh,287940.0,MWh,100.0,MW,2879.4,2025,JPN.4_1
450664,MIHAMA SEASIDE,power,electricity-generation,JPN,"gas, other_fossil",point-source,140.0763,35.6073,4326,co2e_100yr,113140.0,0.39292908244773217,t of CO2e_100yr per MWh,287940.0,MWh,100.0,MW,2879.4,2025,JPN.4_1
4407132,SHIN NAKASODE,power,electricity-generation,JPN,"gas, other_fossil",point-source,139.982,35.4543,4326,co2e_100yr,113140.0,0.39292908244773217,t of CO2e_100yr per MWh,287940.0,MWh,100.0,MW,2879.4,2025,JPN.4_1
38899586,Futtsu,transportation,domestic-shipping,JPN,,point-source,139.8321,35.339414,4326,co2e_100yr,111688.09548395313,0.32906434685009356,t of CO2e_100yr per Nautical miles (nmi),339411.11078446015,Nautical miles (nmi),6155.0,voyages and stays,55.14396600884812,2025,JPN.4_1
1311108,Sakura City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,140.24864254901468,35.68818092350011,4326,co2e_100yr,110463.601284,4.113960904938162e-05,t of CO2e_100yr per MJ,2685091177.00671,MJ,139842276.03855005,m^2,19.200854370151387,2025,JPN.4_1
1311123,Yachiyo City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,140.10635235642815,35.73690223650013,4326,co2e_100yr,109812.58585800002,4.571516908708229e-05,t of CO2e_100yr per MJ,2402103897.91667,MJ,125130759.47269998,m^2,19.196749928148094,2025,JPN.4_1
1932272,Sodeguera Port Bay Terminal,transportation,domestic-shipping,JPN,,point-source,139.936739,35.511134,4326,co2e_100yr,107382.42960924355,0.604000129222546,t of CO2e_100yr per Nautical miles (nmi),177785.4414492652,Nautical miles (nmi),161.0,voyages and stays,1104.2574003059951,2025,JPN.4_1
3642255,Sōsa City,transportation,road-transportation,JPN,,gadm-aggregation,140.55414072355046,35.69061279400009,4326,co2e_100yr,99536.3361140445,0.00023781840076816593,t of CO2e_100yr per Vehicle*km ,418539254.29040354,Vehicle*km ,1420.1889106685508,km,294706.7472125079,2025,JPN.4_1
1311103,Noda City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,139.8499557152439,36.002647399000125,4326,co2e_100yr,98717.66595800001,3.351210151221067e-05,t of CO2e_100yr per MJ,2945731885.00371,MJ,153961870.4675,m^2,19.132866313322218,2025,JPN.4_1
3642233,Minamibōsō City,transportation,road-transportation,JPN,,gadm-aggregation,139.96174178419193,35.014110565500076,4326,co2e_100yr,96633.54601842519,0.00023867939785771717,t of CO2e_100yr per Vehicle*km ,404867562.45308983,Vehicle*km ,1622.325646503983,km,249559.9840423874,2025,JPN.4_1
3642252,Shiroi City,transportation,road-transportation,JPN,,gadm-aggregation,140.0730186963113,35.79293251100012,4326,co2e_100yr,93819.55168152796,0.00023832301143964023,t of CO2e_100yr per Vehicle*km ,393665517.7139263,Vehicle*km ,671.2482524915857,km,586467.8474062188,2025,JPN.4_1
1311102,Narita City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,140.36867702258024,35.811435699000036,4326,co2e_100yr,90037.60782599999,3.716923267121442e-05,t of CO2e_100yr per MJ,2422369291.89365,MJ,125978870.02749997,m^2,19.228377674485174,2025,JPN.4_1
38899677,Kisarazu Ko,transportation,domestic-shipping,JPN,,point-source,139.891596,35.370774,4326,co2e_100yr,88068.37571550359,0.23648151293951158,t of CO2e_100yr per Nautical miles (nmi),372411.24949175265,Nautical miles (nmi),10776.0,voyages and stays,34.55932159351825,2025,JPN.4_1
1311101,Narashino City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,140.0475707412993,35.676773071500094,4326,co2e_100yr,86180.93457399998,5.178378148876631e-05,t of CO2e_100yr per MJ,1664245678.7883599,MJ,86729736.82679999,m^2,19.18887038838677,2025,JPN.4_1
3642263,Yachimata City,transportation,road-transportation,JPN,,gadm-aggregation,140.291041819807,35.64020156900014,4326,co2e_100yr,85684.61911546592,0.00023848807915202732,t of CO2e_100yr per Vehicle*km ,359282608.25500274,Vehicle*km ,1120.0781322390371,km,320765.6661743735,2025,JPN.4_1
3642219,Inzai City,transportation,road-transportation,JPN,,gadm-aggregation,140.14646236472035,35.80333328300006,4326,co2e_100yr,85374.17060754543,0.00023833793504325903,t of CO2e_100yr per Vehicle*km ,358206387.0447219,Vehicle*km ,820.4937963987575,km,436574.1564615495,2025,JPN.4_1
3642220,Isumi City,transportation,road-transportation,JPN,,gadm-aggregation,140.3284372923125,35.27044296300011,4326,co2e_100yr,84728.7413352355,0.00023804813562882285,t of CO2e_100yr per Vehicle*km ,355931127.59071976,Vehicle*km ,1407.9573772618162,km,252799.64673570707,2025,JPN.4_1
3642265,Yokoshibahikari Town,transportation,road-transportation,JPN,,gadm-aggregation,140.50354792581825,35.65704727100012,4326,co2e_100yr,84291.3277235388,0.00023817088892220332,t of CO2e_100yr per Vehicle*km ,353911127.02724934,Vehicle*km ,1134.311117601502,km,312005.3409822814,2025,JPN.4_1
46013621,Otsukayama Waste Landfill Final Disposal Site,waste,solid-waste-disposal,JPN,Sanitary Landfill,point-source,139.9623453252888,35.202989480985394,4326,co2e_100yr,80541.38671249317,0.033378800479418054,t of CO2e_100yr per t of waste,2412950.3024578844,t of waste,262987.4832028135,m2,9.175152646322106,2025,JPN.4_1
3642243,Ōamishirasato Town,transportation,road-transportation,JPN,,gadm-aggregation,140.33277551745613,35.508798600000176,4326,co2e_100yr,76890.61780655371,0.00023849547286769192,t of CO2e_100yr per Vehicle*km ,322398647.1609449,Vehicle*km ,1074.901036412001,km,299933.32989714603,2025,JPN.4_1
1311090,Kisarazu City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,139.95543591130212,35.3799020000001,4326,co2e_100yr,75744.398522,2.968391814900849e-05,t of CO2e_100yr per MJ,2551698133.0353804,MJ,131708684.27355003,m^2,19.373803231802665,2025,JPN.4_1
1311084,Kamagaya City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,140.0019468661368,35.76553925300004,4326,co2e_100yr,74831.447146,5.3867798629746784e-05,t of CO2e_100yr per MJ,1389168465.19651,MJ,72349529.6281,m^2,19.20079470229158,2025,JPN.4_1
3642260,Tomisato City,transportation,road-transportation,JPN,,gadm-aggregation,140.33679904257218,35.717008591000166,4326,co2e_100yr,73443.71453450051,0.00023823818374499518,t of CO2e_100yr per Vehicle*km ,308278519.33724034,Vehicle*km ,851.4633247303584,km,362057.3081463797,2025,JPN.4_1
3642222,Kamogawa City,transportation,road-transportation,JPN,,gadm-aggregation,140.03813024826934,35.11974150000003,4326,co2e_100yr,70754.4507064434,0.00023801185738293155,t of CO2e_100yr per Vehicle*km ,297272797.6010383,Vehicle*km ,1174.869375454511,km,253026.25450257823,2025,JPN.4_1
1311070,Abiko City,buildings,residential-onsite-fuel-usage,JPN,,gadm-aggregation,140.06319025020247,35.87077713000002,4326,co2e_100yr,69102.977006,4.465989676061618e-05,t of CO2e_100yr per MJ,1547316093.8190799,MJ,80690216.02355,m^2,19.176006337217945,2025,JPN.4_1
21461482,Katori City,agriculture,rice-cultivation,JPN,,gadm-aggregation,140.55836320547027,35.83314514150006,4326,co2e_100yr,68399.89448454007,12.68544038000742,t of CO2e_100yr per area [ha],5391.999996495199,area [ha],5392.0,area [ha],0.99999999935,2025,JPN.4_1
3642257,Tateyama City,transportation,road-transportation,JPN,,gadm-aggregation,139.86587766040122,34.98286952650005,4326,co2e_100yr,67929.28532861634,0.0002387195476021333,t of CO2e_100yr per Vehicle*km ,284556861.852939,Vehicle*km ,1047.8962130415418,km,271550.61571127013,2025,JPN.4_1
